TransactionNo,Items
8242,"Cake, Truffles, Chicken Stew, Sandwich"
8243,Pastry
8244,"Chicken Stew, Coffee"
8245,"Eggs, Bread"
8246,"Coffee, Coffee, Soup"
8247,"Coffee, Scone"
8248,Coke
8249,"Bread, Brownie"
8250,"Coffee, Hot chocolate, Cookies"
8251,"Coffee, Cookies"
8252,"Bread, Cake"
8253,"Cake, Coffee, Coffee, Coffee"
8254,Coffee
8255,"Tea, Bakewell, Bread"
8256,"Smoothies, Coffee, Cake, Bread"
8257,Hot chocolate
8258,"Tea, Scone"
8259,"Baguette, Cookies"
8260,"Coffee, Bakewell"
8261,Mortimer
8262,Bread
8263,Bread
8264,"Coffee, Pastry"
8265,Coffee
8266,"Bread, Pastry"
8267,Bread
8268,Coffee
8269,Baguette
8270,"Coffee, Bread, Bread"
8271,"Coffee, Coffee, Toast"
8272,"Cake, Bread"
8273,Coffee
8274,Coffee
8275,"Coffee, Coffee, Juice, Cake, Cookies"
8276,Baguette
8277,"Tea, Cake"
8278,"Pastry, Coffee"
8279,Tea
8280,Tea
8281,"Coffee, Pastry"
8282,Bread
8283,Scandinavian
8284,"Cake, Tiffin, Coffee, Coffee"
8285,"Tea, Hot chocolate, Pastry, Cake"
8286,"Brownie, Bread"
8287,Bread
8288,Coffee
8290,"Toast, Coffee"
8291,"Tea, Toast"
8292,"Coffee, Coffee, Sandwich, Pastry"
8296,Coffee
8298,Bread
8299,Coffee
8300,Tiffin
8302,Coffee
8303,"Cake, Cake, Brownie"
8304,Half slice Monster 
8305,"Coffee, Coffee, Mineral water"
8306,"Bread, Coffee, Cookies, Brownie"
8307,"Coffee, Soup, Sandwich"
8308,"Coffee, Coffee granules , Extra Salami or Feta, Salad"
8310,"Salad, Coffee, Coffee"
8311,"Coffee, Coffee, Cake, Salad"
8312,"Cake, Cookies"
8313,"Coffee, Coffee, Cookies"
8314,"Scone, Coffee"
8315,"Coffee, Coffee, Salad"
8316,Coke
8317,"Coffee, Cake, Cake"
8318,"Hot chocolate, Coffee, Tiffin"
8319,"Hot chocolate, Coffee, Scone"
8320,Bread
8321,"Hot chocolate, Hot chocolate, Coffee"
8322,Tiffin
8323,"Coffee, Sandwich, Sandwich"
8324,"Hot chocolate, Coffee, Pastry"
8325,"Coffee, Medialuna"
8326,"Coffee, Pastry"
8327,"Coffee, Coffee, Medialuna, Cookies"
8328,"Bread, Bread, Bread, Pastry"
8329,Coffee
8330,"Bread, Baguette"
8331,"Toast, Coffee"
8332,"Farm House, Cake"
8333,"Pastry, Bread"
8334,Coffee
8335,"Coffee, Cookies"
8336,"Bread, Bread"
8337,"Coffee, Pastry, Medialuna"
8338,"Cake, Scone, Scandinavian"
8339,Coffee
8340,Coffee
8341,Coffee
8342,Afternoon with the baker
8343,"Coffee, Duck egg"
8344,Bread
8345,Tea
8346,"Toast, Coffee"
8347,Bread
8348,"Coffee, Toast"
8349,"Bread, Truffles"
8350,"Juice, Coffee, Bread, Toast"
8351,Coffee
8352,Tea
8353,"Coffee, Tiffin, Scone, Bread"
8354,"Coffee, Brownie"
8355,Jam
8356,"Mineral water, Scone"
8357,Mineral water
8358,"Coffee, Hot chocolate, Bread, Scone"
8359,Bread
8360,"Coffee, Salad, Sandwich"
8361,Bread
8362,"Coffee, Coffee"
8363,"Coffee, Coffee, Scone, Tiffin"
8364,Coffee
8365,"Tea, Coffee, Coffee"
8366,"Soup, Mineral water, Brownie"
8367,Mineral water
8368,"Bread, Scone, Cookies, Soup"
8369,"Spanish Brunch, The Nomad, Coffee"
8370,Bread
8371,"Sandwich, Coffee, Tiffin, Cake"
8372,"Coffee, Cookies"
8373,Tiffin
8374,"Sandwich, Salad, Bread, Juice"
8375,"Sandwich, Tea, Cake, Coffee"
8376,Bread
8377,"Bread, Jam"
8378,"Bread, The Nomad, Jam"
8379,Bread
8380,"Coffee, Hot chocolate, Brownie, Bread"
8381,Bread
8382,"Coffee, Tea, Spanish Brunch"
8383,"Fudge, Baguette"
8384,Sandwich
8385,Bread
8386,Sandwich
8387,Scandinavian
8388,"Tea, Scone"
8389,"Tea, Tiffin, Brownie"
8390,"Scone, Bread"
8391,"Coffee, Coffee, Cake, Scone"
8392,Bread
8393,"Cake, Coffee"
8394,"Cake, Cake, Bread, Tea"
8395,"Coffee, Tea"
8396,Scone
8397,"Hot chocolate, Coffee, Cake"
8398,Half slice Monster 
8399,"Tea, Chicken Stew"
8400,"Tea, Cookies, Cake"
8401,"Coffee, Tea, Cake"
8402,"Coffee, Smoothies, Soup, Sandwich, Cake"
8403,"Coffee, Coke, Salad"
8404,Coffee
8405,Coffee
8406,"Coffee, Tiffin"
8407,"Spanish Brunch, Scone, Coffee, Bread"
8408,"Coffee, Medialuna"
8409,Bread
8410,Tea
8411,Bread
8412,"Coffee, Coffee, Cake"
8413,Tea
8414,"Coffee, Coffee, Medialuna, Tiffin"
8415,"Coffee, Bread, Bread"
8416,"Bread, Medialuna"
8417,Coffee
8418,"Tea, Tea, Scone"
8419,"Hot chocolate, Tea, Bread, Cake"
8420,"Bread, Spanish Brunch"
8421,Bread
8422,"Spanish Brunch, Truffles, Juice, Coffee, Tiffin"
8423,Coffee
8424,"Bread, Bread"
8425,Bread
8426,Farm House
8427,"Coffee, Scone"
8428,Bread
8429,"Coffee, Coffee, Spanish Brunch, Coffee, Art Tray"
8430,"Spanish Brunch, Hot chocolate"
8431,"Coffee, Coffee, Cake, Scone"
8432,"Tiffin, Coffee"
8433,"Tea, Cookies"
8434,"Coffee, Bread"
8435,"Sandwich, Muffin, Bread, Cookies"
8436,Farm House
8437,"Spanish Brunch, Salad, Tea, Coffee, Pastry, Cake"
8438,"Smoothies, Coffee, Soup, Salad"
8439,"Sandwich, Tea, Coffee"
8440,"Sandwich, Sandwich"
8441,"Spanish Brunch, Toast, Salad, Baguette"
8442,"Sandwich, Sandwich"
8443,"Cake, Bread, Muffin"
8444,"Coffee, Coffee, Pastry"
8445,"Coffee, Coffee, Sandwich, Chicken Stew"
8446,"Cake, Coffee, Coffee"
8447,Bread
8448,"Spanish Brunch, Coffee, Coke, Bread, Mineral water, Soup"
8449,"Tea, Cake"
8450,"Coffee, Sandwich, Sandwich, Muffin"
8451,Coffee
8452,"Coffee, Tea, Cake, Scone"
8453,"Pastry, Scone"
8454,Coffee
8455,Afternoon with the baker
8456,Coffee
8457,Coffee
8458,"Coffee, Bread"
8459,"Coffee, Bread"
8460,Coffee
8461,"Coffee, Bread"
8462,"Coffee, Coffee, Pastry, Bread, Bread, Toast"
8463,"Pastry, Cake, Bread"
8464,"Coffee, Muffin"
8465,Baguette
8466,"Coffee, Bread"
8467,"Coffee, Mineral water, Cookies, Toast"
8468,"Tea, Spanish Brunch"
8469,Coffee
8470,Coffee
8471,Bread
8472,Coffee granules 
8473,"Cake, Muffin, Juice"
8474,Coffee
8475,Cake
8476,"Juice, Sandwich"
8477,"Coffee, Pastry"
8478,"Coffee, Muffin"
8479,"Truffles, Sandwich"
8480,"Coffee, Baguette"
8481,Farm House
8482,Pastry
8483,Jam
8484,Sandwich
8485,"Coffee, Coffee"
8486,"Hot chocolate, Coffee, Brownie, Muffin, Bread"
8487,"Coffee, Bread"
8488,"Sandwich, Coffee"
8489,"Spanish Brunch, Coffee"
8490,"Coffee, Toast"
8491,Coffee
8492,Muffin
8493,Coffee
8494,"Tea, Brownie"
8495,"Hot chocolate, Tea, Bread"
8496,"Bread, Salad"
8497,"Salad, Tea"
8498,"Coffee, Muffin"
8499,Tea
8500,Farm House
8501,"Tea, Coffee, Bread, Pastry"
8502,"Farm House, Coffee, Cookies"
8503,"Tea, Medialuna"
8504,Coffee
8505,"Cookies, Coffee"
8506,Pastry
8507,"Pastry, Coffee"
8508,"Pastry, Cake"
8509,"Bread, Scandinavian, Bread"
8510,"Bread, Coffee"
8511,"Coffee, Toast"
8512,Coffee
8513,"Coffee, Pastry"
8514,Coffee
8515,"Cookies, Cake, Mineral water"
8516,"Coffee, Toast"
8517,Baguette
8518,Farm House
8519,"Cake, Tea, Coffee"
8520,"Farm House, Coffee"
8521,"Coffee, Coffee"
8522,Bread
8523,"Coffee, Muffin"
8524,Christmas common
8525,"Coffee, Sandwich, Soup"
8526,"Sandwich, Mineral water"
8527,Bread
8528,"Coffee, Bread, Spanish Brunch, Sandwich, Bread, Farm House"
8529,"Coffee, Cake"
8530,Coffee
8531,"Tea, Soup"
8532,"Coffee, Cookies"
8533,"Coffee, Sandwich"
8534,"Coffee, Coffee, Bread"
8535,Jam
8536,"Cake, Bread"
8537,"Sandwich, Coffee"
8538,Truffles
8539,"Coffee, Truffles"
8540,"Coffee, Soup, Sandwich"
8541,"Sandwich, Coffee, Tea"
8542,"Sandwich, Coffee, Tea"
8544,"Coffee, Cookies"
8545,"Coffee, Bread, Muffin, Baguette"
8546,"Bread, Christmas common"
8547,"Coffee, Bread, Cookies, Cake"
8548,Coffee
8549,Bread
8550,"Coffee, Cake, Bread"
8551,"Half slice Monster , Juice, Cookies, Coffee"
8552,"Coffee, Bread"
8553,Bread
8554,"Tea, Muffin, Bread"
8555,"Baguette, Farm House"
8556,Coffee
8557,Cookies
8558,"Coffee, Bread, Brownie"
8559,"Coffee, Sandwich"
8560,"Cherry me Dried fruit, Coffee"
8561,Coffee
8562,"Coffee, Pastry, Muffin, Coke"
8563,Bread
8564,"Coffee, Scandinavian, Brownie"
8565,"Pastry, Coffee"
8566,Coffee
8567,Baguette
8568,Farm House
8569,"Bread, Bread"
8570,Bread
8571,"Toast, Coffee"
8572,"Coffee, Tea, Cookies"
8573,"Tea, Smoothies"
8574,Farm House
8575,Coffee
8576,Bread
8578,"Chicken Stew, Juice"
8579,"Coffee, Bread, Sandwich"
8580,Bread
8581,"Coffee, Toast"
8582,"Soup, Cake, Coffee, Coffee"
8583,"Coffee, Toast"
8584,"Granola, Spanish Brunch, Bread, Mineral water, Tea"
8585,Bread
8586,"Sandwich, Coke"
8587,"Soup, Coffee"
8588,Bread
8589,"Coffee, Coffee"
8590,"Coffee, Coffee, Sandwich"
8591,"Coffee, Tea, Cake, Bread"
8592,"Pastry, Juice"
8593,"Soup, Jam"
8594,"Coffee, Coffee, Tea, Salad, Spanish Brunch"
8595,Bread
8596,Pastry
8597,"Bread, Cake, Bread, Juice, Coffee"
8598,Mortimer
8599,Coffee
8600,"Coffee, Coffee"
8601,Coke
8602,"Truffles, Juice"
8603,"Coffee, Tea, Soup, Bread"
8604,Coffee
8605,"Juice, Tea, Cookies, Bread, Jam"
8606,Coffee
8607,"Coffee, Pastry"
8608,"Bread, Pastry"
8609,Coffee
8610,Coffee
8611,Bread
8612,Coffee
8613,Bread
8614,"Coffee, Coffee, Bread, Pastry"
8615,Cake
8616,Bread
8617,"Juice, Tiffin"
8618,"Coffee, Brownie, Cookies"
8619,"Cookies, Pastry, Tea"
8620,"Juice, Bread"
8621,"Coffee, Toast, Bread"
8622,Bread
8623,"Juice, Hot chocolate, Coffee, Cake"
8624,"Bread, Brownie"
8625,"Pastry, Coffee"
8626,"Bread, Tiffin, Brownie, Bread, Farm House"
8627,"Bread, Sandwich"
8628,Bread
8629,Brownie
8630,Bread
8631,"Soup, Sandwich, Mineral water, Juice, Coffee"
8632,"Pastry, Coffee"
8633,"Cake, Chicken Stew, Soup, Bread"
8634,"Coffee, Chicken Stew"
8635,"Spanish Brunch, Chicken Stew, Juice"
8636,"Coffee, Cookies"
8637,"Bread, Sandwich"
8638,Soup
8639,"Argentina Night, Bread, Sandwich"
8640,"Bread, Coffee"
8641,"Salad, Truffles, Coke, Baguette"
8642,"Pastry, Medialuna, Medialuna"
8643,"Tea, Tea, Bread, Soup, Spanish Brunch, Chicken Stew"
8644,"Sandwich, Spanish Brunch, Coffee, Coffee, Bread, Juice, Nomad bag"
8645,Coffee
8646,Tiffin
8647,Coffee
8648,"Baguette, Pastry"
8649,"Pastry, Coffee"
8650,"Coffee, Bread"
8651,"Tea, Brownie"
8652,Coffee
8653,Cake
8654,Coffee
8655,"Coffee, Cake"
8656,"Bread, Coffee, Truffles, Chicken Stew"
8657,Farm House
8658,Bread
8659,Coffee
8660,"Hot chocolate, Drinking chocolate spoons "
8661,"Tiffin, Smoothies, Coffee"
8662,Mortimer
8663,"Cookies, Brownie, Coffee"
8664,"Tea, Coffee, Coffee"
8665,Coffee
8666,"Coffee, Medialuna"
8667,"Coffee, Farm House"
8668,Baguette
8669,"Bread, Pastry"
8670,Coffee
8671,"Tea, Coffee, Coffee"
8672,"Tiffin, Coffee"
8673,"Tea, Pastry"
8674,Coffee
8675,"Bread, Baguette"
8676,"Coffee, Juice"
8677,"Spanish Brunch, Bread"
8678,Coffee
8679,"Bread, Scandinavian, Pastry"
8680,"Coffee, Cookies, Scandinavian"
8681,"Coffee, Muffin, Bread"
8682,Coffee
8683,"Coffee, Pastry, Bread"
8684,"Coffee, Coffee, Coffee, Tea"
8685,"Coffee, Coffee, Bread, Cake"
8686,Baguette
8687,"Coffee, Pastry"
8689,Bread
8690,"Coffee, Coffee, Brownie"
8691,"Bread, Tiffin"
8692,Bread
8693,"Cookies, Bread"
8694,Coffee
8695,"Bread, Muffin"
8696,"Tiffin, Chicken Stew, Bread"
8697,"Bread, Chicken Stew"
8698,"Coffee, Coffee, Spanish Brunch"
8699,Salad
8700,Bread
8701,"Coffee, Sandwich"
8702,"Coffee, Hot chocolate, Toast, Sandwich, Soup, Cake"
8703,Coffee
8704,"Muffin, Cake"
8705,"Cookies, Cake, Coffee, Coffee"
8706,"Coffee, Truffles, Soup, Sandwich"
8707,"Spanish Brunch, Bread"
8708,"Mineral water, Truffles"
8709,"Jam, Jam"
8710,"Coffee, Toast"
8711,"Spanish Brunch, Baguette"
8712,"Coffee, Juice, Cake"
8713,"Brownie, Coffee, Coffee"
8714,"Tea, Cake, Bread"
8715,"Bread, Bread, Eggs"
8716,"Tea, Juice, Cookies"
8717,"Coffee, Coffee, Cake, Bread"
8718,"Coffee, Cake"
8719,"Tiffin, Truffles, Coffee"
8720,"Tea, Truffles"
8721,Bread
8722,Coffee
8723,"Coffee, Baguette"
8724,"Coffee, Toast"
8725,"Juice, Coffee, Bread, Spanish Brunch"
8726,Farm House
8727,"Bread, Cake, Pastry"
8728,Coffee
8729,"Bread, Pastry"
8730,"Farm House, Cookies"
8731,Pastry
8732,"Baguette, Farm House"
8733,"Jammie Dodgers, Tea"
8734,"Bread, Scandinavian"
8735,"Bread, Pastry"
8736,"Coffee, Muffin"
8737,"Scandinavian, Baguette, Muffin, Cake"
8738,"Pastry, Jammie Dodgers, Cookies"
8739,"Bread, Hot chocolate, Hot chocolate, Drinking chocolate spoons , Muffin, Pastry"
8740,Scandinavian
8741,"Bread, Bread"
8742,"Coffee, Cake"
8743,Bread
8744,"Bread, Pastry, Pastry"
8745,Bread
8746,Bread
8747,Coffee
8748,"Spanish Brunch, Coffee"
8749,"Coffee, Juice, Jammie Dodgers, Cookies"
8750,"Muffin, Pastry, Bread"
8751,Coffee
8752,"Coffee, Juice, Pastry"
8753,"Hot chocolate, Coffee, Bread, Scandinavian, Cookies"
8754,"Tiffin, Coffee, Bread"
8755,"Coffee, Coffee, Pastry"
8756,"Coffee, Bread, Cake"
8757,"Farm House, Coffee granules "
8758,"Coffee, Bread, Muffin"
8759,Bread
8760,"Coffee, Muffin, Cake, Pastry, Spanish Brunch, Smoothies"
8761,"Duck egg, Spanish Brunch, Coffee"
8762,Scandinavian
8763,"Cookies, Muffin, Pastry"
8764,"Muffin, Juice, Smoothies"
8765,"Bread, Cake"
8766,Coffee
8767,Cookies
8768,"Scandinavian, Eggs"
8769,Bread
8770,The Nomad
8771,"Cake, Scandinavian, Coffee, Coffee"
8772,"Bread, Cake, Juice"
8773,Muffin
8774,"Coffee, Sandwich"
8775,Bread
8776,"Coffee, Salad"
8777,Juice
8778,Tea
8779,Bread
8780,"Coffee, Coffee"
8781,"Spanish Brunch, Tea, Juice, Coffee"
8782,"Truffles, Mineral water, Soup"
8783,Coke
8784,"Salad, Soup, Smoothies"
8785,"Coffee, Coffee, Soup, Spanish Brunch"
8786,"Coffee, Bread, Cake"
8787,Mineral water
8788,"Coffee, Bread"
8789,Bread
8790,"Coffee, Pastry"
8791,"Hot chocolate, Smoothies, Spanish Brunch"
8792,"Coffee, Bread, Truffles, Spanish Brunch, Sandwich, Sandwich, Jammie Dodgers, Cake"
8793,"Coke, Coffee, Coffee, Hot chocolate"
8794,Cake
8795,"Spanish Brunch, Coffee"
8796,Bread
8797,Coffee
8798,"Tea, Coke, Cake"
8799,"Bread, Tea"
8800,"Coffee, Bread, Cake"
8801,Bread
8802,"Coffee, Salad, Extra Salami or Feta"
8803,"Coffee, Coffee, Sandwich, Sandwich"
8804,Sandwich
8805,"Hot chocolate, Coffee, Muffin"
8806,Bread
8807,"Coffee, Salad"
8808,"Coffee, Salad"
8809,"Sandwich, Bread, Coffee"
8810,"Hot chocolate, Cake"
8811,"Coffee, Smoothies, Cake, Bread"
8812,Bread
8813,"Cake, Half slice Monster "
8814,"Coffee, Juice, Juice, Spanish Brunch, Chicken Stew, The Nomad, Coke"
8815,Tea
8816,"Coffee, Cake"
8817,"Coffee, Coffee, Tea"
8818,Truffles
8819,"Coffee, Coffee, Cake, Muffin"
8820,Bread
8821,Bread
8822,"Bread, Cookies, Jammie Dodgers"
8823,Mineral water
8824,"Hot chocolate, Tea, Truffles, Cake, Muffin"
8825,"Bread, Coffee, Juice, Cake"
8826,"Mortimer, Coffee granules "
8827,"Medialuna, Bread"
8828,"Bread, Jam"
8829,"Coffee, Medialuna"
8830,"Coffee, Medialuna"
8831,"Medialuna, Coffee"
8832,Pastry
8833,"Medialuna, Coffee"
8834,"Coffee, Sandwich, Sandwich, Medialuna"
8835,"Medialuna, Bread, Cake, Muffin, Granola, Sandwich, Coffee, Hot chocolate, Tea"
8836,Muffin
8837,"Jam, Bread"
8838,Coffee
8839,"Bread, Cake, Spanish Brunch"
8840,"Spanish Brunch, Juice, Coffee"
8841,Bread
8842,"Bread, Bread"
8843,"Pastry, Pastry"
8844,Coffee
8845,"Coffee, Bread, Coffee, Pastry"
8846,"Muffin, Cake, Coffee, Tea"
8847,"Bread, Baguette"
8848,"Coffee, Coffee, Spanish Brunch, Extra Salami or Feta, Toast"
8849,"Coffee, Coffee, Cake"
8850,Bread
8851,"Coffee, Coffee, Sandwich, Pastry"
8852,Bread
8853,Coffee
8854,Coffee
8855,Baguette
8856,"Smoothies, Bread"
8857,Bread
8858,Bread
8859,"Spanish Brunch, Juice, Coffee, Medialuna, Cake"
8860,"Truffles, Toast"
8861,"Spanish Brunch, Tea, Coffee"
8862,Bread
8863,"Coffee, Juice, Brownie"
8864,Baguette
8865,Bread
8866,Bread
8867,Smoothies
8868,"Coffee, Coke, Bread, Cake, Bread, Soup"
8869,"Coffee, Smoothies, Bread, Cake"
8870,"Tea, Sandwich"
8871,"Sandwich, Sandwich, Sandwich, Coke, Juice, Mineral water"
8872,Bread
8873,Baguette
8874,"Tea, Scone, Medialuna"
8875,Coffee
8876,"Coffee, Jammie Dodgers, Brownie, Hot chocolate, Hot chocolate"
8877,Brownie
8878,"Coffee, Coffee, Brownie, Cake"
8879,"Brownie, Bread, Tea"
8880,"Coffee, Sandwich"
8881,"Sandwich, Sandwich, Coke, Juice"
8882,"Coffee, Tea, Brownie, Sandwich, Sandwich, Bread"
8883,Cake
8884,Muffin
8885,"Coffee, Coffee, Cake"
8886,"Smoothies, Sandwich"
8887,"Coffee, Brownie, Cake, Tea"
8888,"Vegan Feast, Hot chocolate, Coffee, Brownie, Bread, Cookies"
8889,"Sandwich, Sandwich, Bread, Juice"
8890,"Bakewell, Coffee"
8891,"Coffee, Muffin"
8892,Coffee
8893,Bread
8894,"Tea, Toast"
8895,"Hot chocolate, Toast"
8896,"Coffee, Muffin"
8897,"Coffee, Coffee, Tea"
8898,Coffee
8899,Toast
8900,"Coffee, Muffin"
8901,"Tea, Scone"
8902,"Tea, Bread"
8903,"Coffee, Bread"
8904,"Coffee, Tea"
8905,"Coffee, Coffee"
8906,"Bread, Coffee"
8907,Coffee
8908,Coffee
8909,"Scone, Bakewell"
8910,"Hot chocolate, Brownie"
8911,"Coke, Muffin, Coffee"
8912,"Coffee, Sandwich"
8913,"Coke, Chicken Stew"
8914,"Coffee, Tea, The Nomad, Scone"
8915,Coffee
8916,"Coffee, Coffee, Chicken Stew"
8917,Bread
8918,Bakewell
8919,"Brownie, Jammie Dodgers, Bread, Chicken Stew, Sandwich, Tea, Tea"
8921,Coffee
8922,"Coffee, Coke, Sandwich"
8923,"Coffee, Jammie Dodgers"
8924,"Coffee, Coke, Mineral water, Bakewell, Salad"
8925,"Sandwich, Coffee, Bakewell"
8926,Coffee
8927,"Tea, Muffin"
8928,"Coffee, Bread"
8929,"Soup, Tea"
8930,Cookies
8931,Tea
8932,"Coffee, Sandwich"
8933,Mineral water
8934,Coffee
8935,"Coffee, Bread"
8936,Coffee
8937,Bread
8938,"Coffee, Toast"
8939,Coffee
8940,"Coffee, Coffee, Bakewell"
8941,"Coffee, Coffee, Sandwich"
8942,Coffee
8943,"Coffee, Pastry"
8944,Baguette
8945,"Coffee, Tea, Cookies"
8946,"Coffee, Tea"
8947,"Coffee, Hot chocolate, Pastry"
8948,"Jammie Dodgers, Cookies, Bakewell, Coffee"
8949,"Coffee, Coffee, Pastry"
8950,"Pastry, Coffee, Tea"
8951,Coffee
8952,Pastry
8953,Coffee
8954,Farm House
8955,Coffee
8956,"Pastry, Truffles, Bakewell"
8957,"Baguette, Bread"
8958,Eggs
8959,"Coke, Coffee, Sandwich, Muffin"
8960,"Bakewell, Coffee, Soup"
8961,"Cake, Muffin"
8962,"Toast, Sandwich, Mineral water, Coke"
8963,"Juice, Bread, Toast, Sandwich, Sandwich, Bakewell"
8964,"Sandwich, Mineral water"
8965,"Tea, Sandwich"
8966,"Tea, Sandwich"
8967,"Soup, Coffee"
8968,Soup
8969,"Muffin, Tea"
8970,"Coffee, Sandwich"
8971,"Soup, Coffee, Muffin"
8973,"Soup, Cake, Juice"
8974,"Soup, Salad"
8975,Bread
8976,"Hot chocolate, Coffee, Toast, Muffin"
8977,Coffee
8978,Bread
8979,Toast
8980,"Tea, Cookies"
8981,"Coffee, Scone"
8982,"Coffee, Chicken Stew"
8983,"Bread, Cookies"
8985,"Cookies, Muffin"
8986,"Cookies, Bread"
8987,"Coffee, Coffee, Salad"
8988,Coffee
8989,Coffee
8990,"Hot chocolate, Bread, Cookies"
8991,Bread
8992,"Tea, Juice, Cookies"
8993,"Bread, Spanish Brunch"
8994,Granola
8995,Smoothies
8996,"Farm House, Hot chocolate"
8997,Bread
8998,Coffee
8999,"Bread, Cake, Coffee, Coffee, Coffee"
9000,"Toast, Coffee"
9001,"Coffee, Coffee"
9002,Bread
9003,Coffee
9004,Bread
9005,"Juice, Coke, Medialuna, Sandwich"
9006,"Coffee, Toast"
9007,Coffee
9008,"Coffee, Tea, Cake, Medialuna"
9009,Bread
9010,"Spanish Brunch, Art Tray, Coffee, Coffee, Juice"
9011,"Coffee, Bread, Chicken Stew, Soup, Bread"
9012,Coffee
9013,"Tea, Coffee, Cookies, Sandwich"
9014,Bread
9015,"Tea, Cake, Soup"
9016,Bread
9017,"Tea, Coffee, Soup, Cake"
9018,"Scone, Coffee"
9019,"Bread, Muffin"
9020,"Coffee, Spanish Brunch"
9021,"Coffee, Tea, Coffee"
9022,"Tea, Tea, Raw bars"
9023,"Coffee, Medialuna, Muffin"
9024,"Bread, Coffee, Bread, Drinking chocolate spoons "
9025,"Coffee, Tea, Tiffin"
9026,"Spanish Brunch, Truffles, Coffee, Coffee"
9027,Coffee
9028,Juice
9029,Tea
9030,"Coffee, Jammie Dodgers"
9031,"Soup, Tea, Cake"
9032,Coffee
9033,Christmas common
9034,Christmas common
9035,Christmas common
9036,"Hot chocolate, Hot chocolate, Coffee, Toast"
9037,Coffee
9038,Mortimer
9039,Bread
9040,"Bread, Muffin"
9041,"Coffee, Cookies"
9042,Coffee
9043,"Tea, Tea, Cake"
9044,"Coffee, Coffee"
9045,Bread
9046,"Tea, Toast, Bread"
9047,"Bread, Coffee, Hot chocolate"
9048,Bread
9049,"Baguette, Bakewell"
9051,"Jammie Dodgers, Smoothies"
9052,"Jammie Dodgers, Tiffin"
9053,"Cake, Bread, Coffee, Coffee, Baguette"
9054,Bread
9055,Farm House
9056,Coffee
9057,Coffee
9058,"Juice, Hot chocolate, Muffin"
9059,"Coffee, Muffin"
9060,"Bread, Cake, Jammie Dodgers, Tea, Truffles"
9061,"Coffee, Bakewell"
9062,Sandwich
9063,"Cake, Truffles"
9064,Salad
9065,"Juice, Cake, Sandwich"
9066,"Coffee, Chicken Stew"
9067,"Coke, Tea, Cake"
9068,"Extra Salami or Feta, Salad, Toast, Coffee"
9069,"Coffee, Sandwich"
9070,"Truffles, Soup, Cookies"
9071,"Toast, Coffee"
9072,"Cake, Coffee"
9073,"Coffee, Coffee, Cake, Tiffin, Bread"
9074,Bread
9075,"Coffee, Tea, Cake"
9076,"Coffee, Tea, Sandwich, Toast"
9077,"Coffee, Coffee, Cake"
9078,Bread
9079,Coffee
9080,"Tea, Coffee, Sandwich, Sandwich"
9081,"Coffee, Tea, Cake"
9082,"Tea, Coffee, Sandwich, Sandwich"
9083,"Coffee, Cake"
9084,"Cake, Coffee, Juice"
9085,"Tea, Cake"
9086,"Juice, Coffee, Coffee, Spanish Brunch, Bread"
9088,Muffin
9089,"Coffee, Sandwich"
9090,Coffee
9091,"Coffee, Toast"
9092,"Coffee, Tiffin"
9093,Coffee
9094,"Coffee, Coffee, Toast"
9095,"Coffee, Medialuna"
9096,"Medialuna, Bread, Tea"
9097,"Cookies, Bread"
9098,Tea
9099,"Hot chocolate, Tea, Pastry, Tiffin"
9100,Coffee
9101,Bread
9102,Cake
9103,"Bread, Bread"
9104,"Coffee, Medialuna"
9105,Farm House
9106,"Jammie Dodgers, Muffin, Coffee, Coffee, Juice"
9107,"Alfajores, Juice, Coffee, Coffee, Medialuna, Cookies"
9108,Coffee
9109,"Medialuna, Bread"
9110,Spanish Brunch
9111,"Coffee, Bread"
9112,"Bread, Coffee"
9113,"Coffee, Alfajores"
9114,"Bread, Coke, Bread, Cookies"
9115,"Cookies, Bread"
9116,"Bread, Cookies"
9117,Bread
9119,Coffee
9120,"Toast, Coffee"
9121,"Coffee, Coffee, Pastry"
9122,Coffee
9123,"Juice, Muffin"
9124,Farm House
9125,Coffee
9126,"Coffee, Medialuna"
9128,"Bread, Brownie"
9129,"Salad, Extra Salami or Feta, Bread, Baguette, Tea, Bread"
9130,Bread
9131,"Bread, Hot chocolate, Coffee, Sandwich, Cookies"
9132,Chicken Stew
9133,"Bread, Sandwich"
9134,"Sandwich, Coffee, Bread"
9135,"Sandwich, Coffee, Coffee"
9136,Tiffin
9137,Baguette
9138,"Spanish Brunch, Salad, Extra Salami or Feta, Coffee, Coffee"
9139,"Bread, Tiffin"
9140,"Chicken Stew, Soup, Bread"
9141,"Brownie, Coffee"
9142,"Coke, Mineral water, Coffee, Soup, Sandwich"
9143,"Coffee, Scone"
9144,"Coffee, Scone"
9145,"Hot chocolate, Hot chocolate, Bread, Scone"
9146,"Bread, Cookies"
9147,"Scone, Bread"
